T_Set,Thermostate_Switch,T_Room
21,0,21.4734
21,0,21.4673
21,0,21.4607
21,0,21.4537
21,0,21.4462
21,0,21.4383
21,0,21.4292
21,0,21.4196
21,0,21.4096
21,0,21.3992
21,0,21.3884
21,0,21.3772
21,0,21.3656
21,0,21.3537
21,0,21.3414
21,0,21.3287
21,0,21.3156
21,0,21.3022
21,0,21.288
21,0,21.2735
21,0,21.2587
21,0,21.2435
21,0,21.228
21,0,21.2122
21,0,21.196
21,0,21.1796
21,0,21.1628
21,0,21.1458
21,0,21.1285
21,0,21.1108
21,0,21.0929
21,0,21.0747
21,0,21.0563
21,0,21.0375
21,0,21.0185
21,0,20.9993
21,0,20.9798
21,0,20.96
21,0,20.94
21,0,20.9197
21,0,20.8992
21,0,20.8785
21,0,20.8575
21,0,20.8363
21,0,20.8149
21,0,20.7932
21,0,20.7714
21,0,20.7493
21,0,20.727
21,0,20.7046
21,0,20.6819
21,0,20.659
21,0,20.6359
21,0,20.6126
21,0,20.5892
21,0,20.5655
21,0,20.5417
21,0,20.5177
21,0,20.4936
21,1,20.4692
21,1,20.4477
21,1,20.4289
21,1,20.4124
21,1,20.3981
21,1,20.3857
21,1,20.3752
21,1,20.3662
21,1,20.3587
21,1,20.3526
21,1,20.3477
21,1,20.3438
21,1,20.341
21,1,20.339
21,1,20.3379
21,1,20.3375
21,1,20.3378
21,1,20.3387
21,1,20.3401
21,1,20.342
21,1,20.3444
21,1,20.3472
21,1,20.3503
21,1,20.3537
21,1,20.3574
21,1,20.3614
21,1,20.3656
21,1,20.37
21,1,20.3746
21,1,20.3794
21,1,20.3843
21,1,20.3893
21,1,20.3944
21,1,20.3997
21,1,20.405
21,1,20.4103
21,1,20.4157
21,1,20.4212
21,1,20.4267
21,1,20.4323
21,1,20.4379
21,1,20.4434
21,1,20.449
21,1,20.4546
21,1,20.4602
21,1,20.4658
21,1,20.4714
21,1,20.477
21,1,20.4826
21,1,20.4881
21,1,20.4937
21,1,20.4992
21,1,20.5047
21,1,20.5101
21,1,20.5155
21,1,20.5209
21,1,20.5263
21,1,20.5316
21,1,20.5369
21,1,20.5422
21,1,20.5474
21,1,20.5526
21,1,20.5578
21,1,20.5629
21,1,20.568
21,1,20.573
21,1,20.578
21,1,20.583
21,1,20.5879
21,1,20.5928
21,1,20.5977
21,1,20.6025
21,1,20.6072
21,1,20.612
21,1,20.6166
21,1,20.6213
21,1,20.6259
21,1,20.6305
21,1,20.635
21,1,20.6395
21,1,20.6439
21,1,20.6483
21,1,20.6527
21,1,20.657
21,1,20.6613
21,1,20.6656
21,1,20.6698
21,1,20.674
21,1,20.6781
21,1,20.6822
21,1,20.6863
21,1,20.6903
21,1,20.6943
21,1,20.6982
21,1,20.7021
21,1,20.706
21,1,20.7098
21,1,20.7137
21,1,20.7174
21,1,20.7212
21,1,20.7248
21,1,20.7285
21,1,20.7321
21,1,20.7357
21,1,20.7393
21,1,20.7428
21,1,20.7463
21,1,20.7497
21,1,20.7532
21,1,20.7565
21,1,20.7599
21,1,20.7632
21,1,20.7665
21,1,20.7698
21,1,20.773
21,1,20.7762
21,1,20.7793
21,1,20.7825
21,1,20.7856
21,1,20.7886
21,1,20.7917
21,1,20.7947
21,1,20.7976
21,1,20.8006
21,1,20.8035
21,1,20.8064
21,1,20.8092
21,1,20.812
21,1,20.8148
21,1,20.8176
21,1,20.8203
21,1,20.823
21,1,20.8257
21,1,20.8284
21,1,20.831
21,1,20.8336
21,1,20.8362
21,1,20.8387
21,1,20.8412
21,1,20.8437
21,1,20.8462
21,1,20.8486
21,1,20.851
21,1,20.8534
21,1,20.8557
21,1,20.8581
21,1,20.8604
21,1,20.8626
21,1,20.8649
21,1,20.8671
21,1,20.8693
21,1,20.8715
21,1,20.8737
21,1,20.8758
21,1,20.8779
21,1,20.88
21,1,20.882
21,1,20.8841
21,1,20.8861
21,1,20.8881
21,1,20.89
21,1,20.892
21,1,20.8939
21,1,20.8958
21,1,20.8976
21,1,20.8995
21,1,20.9013
21,1,20.9031
21,1,20.9049
21,1,20.9067
21,1,20.9084
21,1,20.9101
21,1,20.9118
21,1,20.9135
21,1,20.9152
21,1,20.9168
21,1,20.9184
21,1,20.92
21,1,20.9216
21,1,20.9232
21,1,20.9247
21,1,20.9262
21,1,20.9277
21,1,20.9292
21,1,20.9306
21,1,20.9321
21,1,20.9335
21,1,20.9349
21,1,20.9363
21,1,20.9376
21,1,20.939
21,1,20.9403
21,1,20.9416
21,1,20.9429
21,1,20.9442
21,1,20.9454
21,1,20.9467
21,1,20.9479
21,1,20.9491
21,1,20.9503
21,1,20.9514
21,1,20.9526
21,1,20.9537
21,1,20.9548
21,1,20.9559
21,1,20.957
21,1,20.9581
21,1,20.9591
21,1,20.9602
21,1,20.9612
21,1,20.9622
21,1,20.9632
21,1,20.9641
21,1,20.9651
21,1,20.966
21,1,20.967
21,1,20.9679
21,1,20.9688
21,1,20.9696
21,1,20.9705
21,1,20.9713
21,1,20.9722
21,1,20.973
21,1,20.9738
21,1,20.9746
21,1,20.9754
21,1,20.9761
21,1,20.9769
21,1,20.9776
21,1,20.9783
21,1,20.979
21,1,20.9797
21,1,20.9804
21,1,20.9811
21,1,20.9817
21,1,20.9824
21,1,20.983
21,1,20.9836
21,1,20.9842
21,1,20.9848
21,1,20.9854
21,1,20.986
21,1,20.9865
21,1,20.987
21,1,20.9876
21,1,20.9881
21,1,20.9886
21,1,20.9891
21,1,20.9895
21,1,20.99
21,1,20.9905
21,1,20.9909
21,1,20.9913
21,1,20.9918
21,1,20.9922
21,1,20.9926
21,1,20.9929
21,1,20.9933
21,1,20.9937
21,1,20.9934
21,1,20.9931
21,1,20.9928
21,1,20.9926
21,1,20.9923
21,1,20.992
21,1,20.9916
21,1,20.9913
21,1,20.991
21,1,20.9907
21,1,20.9903
21,1,20.99
21,1,20.9894
21,1,20.9889
21,1,20.9883
21,1,20.9877
21,1,20.9872
21,1,20.9866
21,1,20.986
21,1,20.9854
21,1,20.9848
21,1,20.9842
21,1,20.9837
21,1,20.9831
21,1,20.9822
21,1,20.9814
21,1,20.9806
21,1,20.9798
21,1,20.979
21,1,20.9781
21,1,20.9773
21,1,20.9765
21,1,20.9756
21,1,20.9748
21,1,20.974
21,1,20.9731
21,1,20.9719
21,1,20.9706
21,1,20.9693
21,1,20.9681
21,1,20.9668
21,1,20.9656
21,1,20.9643
21,1,20.9631
21,1,20.9618
21,1,20.9606
21,1,20.9593
21,1,20.9581
21,1,20.9564
21,1,20.9547
21,1,20.9531
21,1,20.9514
21,1,20.9497
21,1,20.9481
21,1,20.9464
21,1,20.9448
21,1,20.9432
21,1,20.9415
21,1,20.9399
21,1,20.9383
21,1,20.9364
21,1,20.9346
21,1,20.9328
21,1,20.931
21,1,20.9291
21,1,20.9273
21,1,20.9255
21,1,20.9237
21,1,20.9219
21,1,20.9202
21,1,20.9184
21,1,20.9166
21,1,20.9148
21,1,20.913
21,1,20.9113
21,1,20.9095
21,1,20.9078
21,1,20.906
21,1,20.9043
21,1,20.9025
21,1,20.9008
21,1,20.899
21,1,20.8973
21,1,20.8956
21,1,20.8939
21,1,20.8921
21,1,20.8904
21,1,20.8887
21,1,20.887
21,1,20.8853
21,1,20.8836
21,1,20.8819
21,1,20.8802
21,1,20.8786
21,1,20.8769
21,1,20.8752
21,1,20.8735
21,1,20.8719
21,1,20.8702
21,1,20.8685
21,1,20.8669
21,1,20.8652
21,1,20.8636
21,1,20.8619
21,1,20.8603
21,1,20.8587
21,1,20.857
21,1,20.8554
21,1,20.8538
21,1,20.8522
21,1,20.8506
21,1,20.8489
21,1,20.8473
21,1,20.8457
21,1,20.8441
21,1,20.8425
21,1,20.8409
21,1,20.8393
21,1,20.8377
21,1,20.8362
21,1,20.8346
21,1,20.833
21,1,20.8314
21,1,20.8299
21,1,20.8283
21,1,20.8267
21,1,20.8252
21,1,20.8236
21,1,20.8221
21,1,20.8205
21,1,20.819
21,1,20.8174
21,1,20.8159
21,1,20.8144
21,1,20.8128
21,1,20.8113
21,1,20.8098
21,1,20.8082
21,1,20.8067
21,1,20.8052
21,1,20.8037
21,1,20.8022
21,1,20.8007
21,1,20.7992
21,1,20.7977
21,1,20.7962
21,1,20.7947
21,1,20.7932
21,1,20.7917
21,1,20.7902
21,1,20.7887
21,1,20.7873
21,1,20.7858
21,1,20.7843
21,1,20.7828
21,1,20.7814
21,1,20.7799
21,1,20.7784
21,1,20.777
21,1,20.7755
21,1,20.7741
21,1,20.7726
21,1,20.7712
21,1,20.7697
21,1,20.7683
21,1,20.7669
21,1,20.7654
21,1,20.764
21,1,20.7626
21,1,20.7611
21,1,20.7597
21,1,20.7583
21,1,20.7569
21,1,20.7555
21,1,20.754
21,1,20.7526
21,1,20.7512
21,1,20.7498
21,1,20.7484
21,1,20.747
21,1,20.7456
21,1,20.7442
21,1,20.7428
21,1,20.7414
21,1,20.7401
21,1,20.7387
21,1,20.7373
21,1,20.7359
21,1,20.7345
21,1,20.7332
21,1,20.7318
21,1,20.7304
21,1,20.7291
21,1,20.7277
21,1,20.7263
21,1,20.725
21,1,20.7236
21,1,20.7223
21,1,20.7209
21,1,20.7196
21,1,20.7182
21,1,20.7169
21,1,20.7155
21,1,20.7142
21,1,20.7129
21,1,20.7115
21,1,20.7102
21,1,20.7089
21,1,20.7075
21,1,20.7062
21,1,20.7049
21,1,20.7036
21,1,20.7022
21,1,20.7009
21,1,20.6996
21,1,20.6983
21,1,20.697
21,1,20.6957
21,1,20.6944
21,1,20.6931
21,1,20.6918
21,1,20.6905
21,1,20.6892
21,1,20.6879
21,1,20.6866
21,1,20.6853
21,1,20.684
21,1,20.6827
21,1,20.6815
21,1,20.6802
21,1,20.6789
21,1,20.6776
21,1,20.6764
21,1,20.6751
21,1,20.6738
21,1,20.6725
21,1,20.6713
21,1,20.67
21,1,20.6688
21,1,20.6675
21,1,20.6662
21,1,20.665
21,1,20.6637
21,1,20.6625
21,1,20.6612
21,1,20.66
21,1,20.6587
21,1,20.6575
21,1,20.6563
21,1,20.655
21,1,20.6538
21,1,20.6525
21,1,20.6513
21,1,20.6501
21,1,20.6489
21,1,20.6476
21,1,20.6464
21,1,20.6452
21,1,20.644
21,1,20.6427
21,1,20.6415
21,1,20.6403
21,1,20.6391
21,1,20.6379
21,1,20.6367
21,1,20.6355
21,1,20.6343
21,1,20.6331
21,1,20.6318
21,1,20.6306
21,1,20.6294
21,1,20.6283
21,1,20.6271
21,1,20.6259
21,1,20.6247
21,1,20.6235
21,1,20.6223
21,1,20.6211
21,1,20.6199
21,1,20.6187
21,1,20.6176
21,1,20.6164
21,1,20.6152
21,1,20.614
21,1,20.6129
21,1,20.6117
21,1,20.6105
21,1,20.6094
21,1,20.6082
21,1,20.607
21,1,20.6059
21,1,20.6047
21,1,20.6035
21,1,20.6024
21,1,20.6012
21,1,20.6001
21,1,20.5989
21,1,20.5978
21,1,20.5966
21,1,20.5955
21,1,20.5943
21,1,20.5932
21,1,20.5921
21,1,20.5909
21,1,20.5898
21,1,20.5886
21,1,20.5875
21,1,20.5864
21,1,20.5852
21,1,20.5841
21,1,20.583
21,1,20.5819
21,1,20.5807
21,1,20.5796
21,1,20.5785
21,1,20.5774
21,1,20.5762
21,1,20.5751
21,1,20.574
21,1,20.5729
21,1,20.5718
21,1,20.5707
21,1,20.5696
21,1,20.5685
21,1,20.5674
21,1,20.5663
21,1,20.5652
21,1,20.5641
21,1,20.563
21,1,20.5619
21,1,20.5608
21,1,20.5597
21,1,20.5586
21,1,20.5575
21,1,20.5564
21,1,20.5553
21,1,20.5542
21,1,20.5531
21,1,20.552
21,1,20.551
21,1,20.5499
21,1,20.5488
21,1,20.5477
21,1,20.5467
21,1,20.5456
21,1,20.5445
21,1,20.5434
19,1,20.5424
19,0,20.5413
19,0,20.5397
19,0,20.5375
19,0,20.5347
19,0,20.5314
19,0,20.5275
19,0,20.5232
19,0,20.5183
19,0,20.5128
19,0,20.5069
19,0,20.5005
19,0,20.4936
19,0,20.4899
19,0,20.4856
19,0,20.4809
19,0,20.4757
19,0,20.47
19,0,20.4638
19,0,20.4572
19,0,20.4501
19,0,20.4425
19,0,20.4345
19,0,20.4261
19,0,20.4172
19,0,20.4092
19,0,20.4007
19,0,20.3917
19,0,20.3824
19,0,20.3727
19,0,20.3625
19,0,20.352
19,0,20.3411
19,0,20.3297
19,0,20.3181
19,0,20.306
19,0,20.2936
19,0,20.282
19,0,20.2701
19,0,20.2578
19,0,20.2451
19,0,20.2321
19,0,20.2188
19,0,20.2051
19,0,20.1911
19,0,20.1768
19,0,20.1622
19,0,20.1472
19,0,20.1319
19,0,20.1188
19,0,20.1053
19,0,20.0915
19,0,20.0774
19,0,20.063
19,0,20.0483
19,0,20.0333
19,0,20.018
19,0,20.0024
19,0,19.9865
19,0,19.9704
19,0,19.954
19,0,19.9397
19,0,19.9252
19,0,19.9103
19,0,19.8952
19,0,19.8798
19,0,19.8642
19,0,19.8483
19,0,19.8321
19,0,19.8157
19,0,19.7991
19,0,19.7822
19,0,19.765
19,0,19.7488
19,0,19.7324
19,0,19.7158
19,0,19.6989
19,0,19.6817
19,0,19.6644
19,0,19.6468
19,0,19.629
19,0,19.611
19,0,19.5928
19,0,19.5743
19,0,19.5557
19,0,19.5369
19,0,19.5178
19,0,19.4986
19,0,19.4792
19,0,19.4596
19,0,19.4398
19,0,19.4198
19,0,19.3997
19,0,19.3793
19,0,19.3588
19,0,19.3382
19,0,19.3173
19,0,19.2963
19,0,19.2752
19,0,19.2539
19,0,19.2324
19,0,19.2108
19,0,19.189
19,0,19.1671
19,0,19.145
19,0,19.1228
19,0,19.1004
19,0,19.0779
19,0,19.0553
19,0,19.0326
19,0,19.0097
19,0,18.9867
19,0,18.9635
19,0,18.9403
19,0,18.9169
19,0,18.8934
19,0,18.8698
19,0,18.8461
19,0,18.8222
19,0,18.7983
19,0,18.7742
19,0,18.7501
19,0,18.7258
19,0,18.7014
19,0,18.677
19,0,18.6524
19,0,18.6278
19,0,18.603
19,0,18.5782
19,0,18.5532
19,0,18.5282
19,0,18.5031
19,0,18.4779
19,1,18.4527
19,1,18.4307
19,1,18.412
19,1,18.3965
19,1,18.3842
19,1,18.3749
19,1,18.3688
19,1,18.3654
19,1,18.3646
19,1,18.366
19,1,18.3695
19,1,18.3749
19,1,18.382
19,1,18.3906
19,1,18.4005
19,1,18.4117
19,1,18.4241
19,1,18.4374
19,1,18.4516
19,1,18.4666
19,1,18.4823
19,1,18.4987
19,1,18.5157
19,1,18.5331
19,1,18.551
19,1,18.5693
19,1,18.588
19,1,18.6069
19,1,18.6261
19,1,18.6455
19,1,18.6652
19,1,18.6849
19,1,18.7049
19,1,18.7249
19,1,18.745
19,1,18.7652
19,1,18.7854
19,1,18.8057
19,1,18.826
19,1,18.8463
19,1,18.8665
19,1,18.8868
19,1,18.907
19,1,18.9272
19,1,18.9473
19,1,18.9674
19,1,18.9874
19,1,19.0073
19,1,19.0272
19,1,19.047
19,1,19.0667
19,1,19.0863
19,1,19.1058
19,1,19.1252
19,1,19.1445
19,1,19.1638
19,1,19.1829
19,1,19.2019
19,1,19.2208
19,1,19.2396
19,1,19.2583
19,1,19.2769
19,1,19.2954
19,1,19.3137
19,1,19.332
19,1,19.3501
19,1,19.3682
19,1,19.3861
19,1,19.4039
19,1,19.4215
19,1,19.4391
19,1,19.4566
19,1,19.4739
19,1,19.4912
19,1,19.5083
19,0,19.5253
19,0,19.5416
19,0,19.5571
19,0,19.572
19,0,19.5861
19,0,19.5996
19,0,19.6124
19,0,19.6245
19,0,19.636
19,0,19.6468
19,0,19.6569
19,0,19.6665
19,0,19.6754
19,0,19.6837
19,0,19.6914
19,0,19.6985
19,0,19.705
19,0,19.711
19,0,19.7164
19,0,19.7212
19,0,19.7254
19,0,19.7291
19,0,19.7323
19,0,19.735
19,0,19.7371
19,0,19.7387
19,0,19.7398
19,0,19.7404
19,0,19.7405
19,0,19.7401
19,0,19.7393
19,0,19.738
19,0,19.7362
19,0,19.7339
19,0,19.7312
19,0,19.7281
19,0,19.7245
19,0,19.7205
19,0,19.7161
19,0,19.7113
19,0,19.706
19,0,19.7003
19,0,19.6943
19,0,19.6878
19,0,19.681
19,0,19.6737
19,0,19.6661
19,0,19.6582
19,0,19.6498
19,0,19.6412
19,0,19.6321
19,0,19.6227
19,0,19.613
19,0,19.6029
19,0,19.5925
19,0,19.5818
19,0,19.5707
19,0,19.5593
19,0,19.5476
19,0,19.5356
19,0,19.5233
19,0,19.5108
19,0,19.4979
19,0,19.4847
19,0,19.4712
19,0,19.4575
19,0,19.4435
19,0,19.4292
19,0,19.4146
19,0,19.3998
19,0,19.3847
19,0,19.3694
19,0,19.3538
19,0,19.338
19,0,19.3219
19,0,19.3056
19,0,19.2891
19,0,19.2723
19,0,19.2553
19,0,19.2381
19,0,19.2206
19,0,19.203
19,0,19.1851
19,0,19.167
19,0,19.1487
19,0,19.1302
19,0,19.1116
19,0,19.0927
19,0,19.0736
19,0,19.0543
19,0,19.0349
19,0,19.0153
19,0,18.9954
19,0,18.9755
19,0,18.9553
19,0,18.935
19,0,18.9145
19,0,18.8938
19,0,18.873
19,0,18.852
19,0,18.8308
19,0,18.8096
19,0,18.7881
19,0,18.7665
19,0,18.7448
19,0,18.7229
19,0,18.7009
19,0,18.6787
19,0,18.6564
19,0,18.634
19,0,18.6114
19,0,18.5887
19,0,18.5659
19,0,18.543
19,0,18.5199
19,0,18.4968
19,1,18.4735
19,1,18.4535
19,1,18.4367
19,1,18.423
19,1,18.4126
19,1,18.4052
19,1,18.4006
19,1,18.3986
19,1,18.3988
19,1,18.4012
19,1,18.4055
19,1,18.4115
19,1,18.4191
19,1,18.428
19,1,18.4382
19,1,18.4496
19,1,18.4619
19,1,18.4752
19,1,18.4893
19,1,18.5041
19,1,18.5196
19,1,18.5357
19,1,18.5523
19,1,18.5693
19,1,18.5868
19,1,18.6046
19,1,18.6227
19,1,18.6412
19,1,18.6598
19,1,18.6786
19,1,18.6976
19,1,18.7168
19,1,18.7361
19,1,18.7555
19,1,18.7749
19,1,18.7944
19,1,18.8139
19,1,18.8335
19,1,18.8531
19,1,18.8727
19,1,18.8922
19,1,18.9118
19,1,18.9313
19,1,18.9507
19,1,18.9701
19,1,18.9895
19,1,19.0088
19,1,19.028
19,1,19.0471
19,1,19.0653
19,1,19.0833
19,1,19.1013
19,1,19.1191
19,1,19.1369
19,1,19.1546
19,1,19.1722
19,1,19.1898
19,1,19.2072
19,1,19.2245
19,1,19.2417
19,1,19.2589
19,1,19.2756
19,1,19.2922
19,1,19.3087
19,1,19.3251
19,1,19.3414
19,1,19.3576
19,1,19.3737
19,1,19.3897
19,1,19.4056
19,1,19.4214
19,1,19.4371
19,1,19.4527
19,1,19.4679
19,1,19.483
19,1,19.498
19,1,19.5128
19,0,19.5276
19,0,19.5417
19,0,19.5551
19,0,19.5677
19,0,19.5797
19,0,19.591
19,0,19.6017
19,0,19.6117
19,0,19.6204
19,0,19.6285
19,0,19.6359
19,0,19.6428
19,0,19.649
19,0,19.6547
19,0,19.6597
19,0,19.6642
19,0,19.6681
19,0,19.6715
19,0,19.6743
19,0,19.6766
19,0,19.6776
19,0,19.6782
19,0,19.6782
19,0,19.6778
19,0,19.6768
19,0,19.6753
19,0,19.6734
19,0,19.6709
19,0,19.668
19,0,19.6647
19,0,19.6609
19,0,19.6566
19,0,19.6515
19,0,19.6461
19,0,19.6402
19,0,19.6338
19,0,19.6271
19,0,19.62
19,0,19.6124
19,0,19.6045
19,0,19.5961
19,0,19.5874
19,0,19.5783
19,0,19.5688
19,0,19.559
19,0,19.5488
19,0,19.5382
19,0,19.5273
19,0,19.5161
19,0,19.5045
19,0,19.4926
19,0,19.4803
19,0,19.4677
19,0,19.4548
19,0,19.4416
19,0,19.4281
19,0,19.4143
19,0,19.4002
19,0,19.3858
19,0,19.3711
19,0,19.3561
19,0,19.3408
19,0,19.3253
19,0,19.3095
19,0,19.2934
19,0,19.277
19,0,19.2604
19,0,19.2436
19,0,19.2265
19,0,19.2091
19,0,19.1915
19,0,19.1737
19,0,19.1557
19,0,19.1374
19,0,19.1188
19,0,19.1001
19,0,19.0811
19,0,19.062
19,0,19.0426
19,0,19.023
19,0,19.0032
19,0,18.9832
19,0,18.963
19,0,18.9426
19,0,18.922
19,0,18.9013
19,0,18.8803
19,0,18.8592
19,0,18.8379
19,0,18.8164
19,0,18.7948
19,0,18.7729
19,0,18.751
19,0,18.7288
19,0,18.7065
19,0,18.684
19,0,18.6614
19,0,18.6386
19,0,18.6157
19,0,18.5927
19,0,18.5695
19,0,18.5461
19,0,18.5226
19,0,18.499
19,1,18.4753
19,1,18.4548
19,1,18.4375
19,1,18.4234
19,1,18.4124
19,1,18.4042
19,1,18.3986
19,1,18.3954
19,1,18.3943
19,1,18.3952
19,1,18.3977
19,1,18.4019
19,1,18.4074
19,1,18.4143
19,1,18.4223
19,1,18.4314
19,1,18.4414
19,1,18.4522
19,1,18.4638
19,1,18.4761
19,1,18.489
19,1,18.5024
19,1,18.5163
19,1,18.5306
19,1,18.5453
19,1,18.5604
19,1,18.5757
19,1,18.5913
19,1,18.6072
19,1,18.6232
19,1,18.6393
19,1,18.6556
19,1,18.6721
19,1,18.6886
19,1,18.7052
19,1,18.7218
19,1,18.7385
19,1,18.7553
19,1,18.772
19,1,18.7887
19,1,18.8055
19,1,18.8222
19,1,18.8389
19,1,18.8556
19,1,18.8722
19,1,18.8888
19,1,18.9053
19,1,18.9217
19,1,18.9381
19,1,18.9545
19,1,18.9708
19,1,18.9869
19,1,19.0031
19,1,19.0191
19,1,19.0351
19,1,19.0509
19,1,19.0667
19,1,19.0824
19,1,19.0981
19,1,19.1136
19,1,19.129
19,1,19.1444
19,1,19.1596
19,1,19.1748
19,1,19.1899
19,1,19.2049
19,1,19.2198
19,1,19.2345
19,1,19.2492
19,1,19.2638
19,1,19.2784
19,1,19.2928
19,1,19.3071
19,1,19.3213
19,1,19.3355
19,1,19.3495
19,1,19.3635
19,1,19.3773
19,1,19.3911
19,1,19.4048
19,1,19.4184
19,1,19.4318
19,1,19.4452
19,1,19.4586
19,1,19.4718
19,1,19.4849
19,1,19.498
19,1,19.5109
19,0,19.5238
19,0,19.5359
19,0,19.5474
19,0,19.5582
19,0,19.5684
19,0,19.5778
19,0,19.5867
19,0,19.5948
19,0,19.6024
19,0,19.6093
19,0,19.6157
19,0,19.6214
19,0,19.6265
19,0,19.631
19,0,19.635
19,0,19.6384
19,0,19.6412
19,0,19.6435
19,0,19.6452
19,0,19.6464
19,0,19.6471
19,0,19.6473
19,0,19.6469
19,0,19.646
19,0,19.6447
19,0,19.6428
19,0,19.6405
19,0,19.6377
19,0,19.6344
19,0,19.6306
19,0,19.6264
19,0,19.6218
19,0,19.6167
19,0,19.6112
19,0,19.6053
19,0,19.5989
19,0,19.5921
19,0,19.5849
19,0,19.5774
19,0,19.5694
19,0,19.561
19,0,19.5522
19,0,19.5431
19,0,19.5336
19,0,19.5237
19,0,19.5135
19,0,19.5029
19,0,19.492
19,0,19.4807
19,0,19.4691
19,0,19.4571
19,0,19.4448
19,0,19.4322
19,0,19.4193
19,0,19.4061
19,0,19.3925
19,0,19.3787
19,0,19.3645
19,0,19.3501
19,0,19.3354
19,0,19.3204
19,0,19.3051
19,0,19.2895
19,0,19.2737
19,0,19.2576
19,0,19.2412
19,0,19.2246
19,0,19.2077
19,0,19.1906
19,0,19.1733
19,0,19.1557
19,0,19.1378
19,0,19.1197
19,0,19.1014
19,0,19.0829
19,0,19.0642
19,0,19.0452
19,0,19.026
19,0,19.0066
19,0,18.987
19,0,18.9672
19,0,18.9472
19,0,18.927
19,0,18.9066
19,0,18.886
19,0,18.8652
19,0,18.8443
19,0,18.8232
19,0,18.8019
19,0,18.7804
19,0,18.7587
19,0,18.7369
19,0,18.7149
19,0,18.6928
19,0,18.6705
19,0,18.648
19,0,18.6254
19,0,18.6026
19,0,18.5797
19,0,18.5566
19,0,18.5334
19,0,18.5101
19,0,18.4866
19,1,18.463
19,1,18.4427
19,1,18.4255
19,1,18.4115
19,1,18.4007
19,1,18.3926
19,1,18.3872
19,1,18.384
19,1,18.383
19,1,18.3839
19,1,18.3865
19,1,18.3906
19,1,18.3962
19,1,18.4031
19,1,18.4111
19,1,18.4202
19,1,18.4302
19,1,18.441
19,1,18.4526
19,1,18.4648
19,1,18.4777
19,1,18.4911
19,1,18.5049
19,1,18.5192
19,1,18.5339
19,1,18.5489
19,1,18.5642
19,1,18.5798
19,1,18.5956
19,1,18.6115
19,1,18.6277
19,1,18.6439
19,1,18.6603
19,1,18.6768
19,1,18.6933
19,1,18.7099
19,1,18.7266
19,1,18.7423
19,1,18.758
19,1,18.7738
19,1,18.7895
19,1,18.8052
19,1,18.8209
19,1,18.8366
19,1,18.8523
19,1,18.8679
19,1,18.8834
19,1,18.899
19,1,18.9144
19,1,18.9295
19,1,18.9445
19,1,18.9594
19,1,18.9743
19,1,18.9891
19,1,19.0039
19,1,19.0185
19,1,19.0331
19,1,19.0476
19,1,19.0621
19,1,19.0764
19,1,19.0907
19,1,19.1046
19,1,19.1183
19,1,19.132
19,1,19.1456
19,1,19.1592
19,1,19.1726
19,1,19.186
19,1,19.1992
19,1,19.2124
19,1,19.2256
19,1,19.2386
19,1,19.2515
19,1,19.2637
19,1,19.2758
19,1,19.2879
19,1,19.2998
19,1,19.3117
19,1,19.3235
19,1,19.3352
19,1,19.3469
19,1,19.3584
19,1,19.3699
19,1,19.3813
19,1,19.3927
19,1,19.4032
19,1,19.4137
19,1,19.4242
19,1,19.4346
19,1,19.4449
19,1,19.4551
19,1,19.4653
19,1,19.4754
19,1,19.4854
19,1,19.4953
19,1,19.5052
19,0,19.515
19,0,19.5238
19,0,19.532
19,0,19.5395
19,0,19.5463
19,0,19.5525
19,0,19.5581
19,0,19.5631
19,0,19.5674
19,0,19.5712
19,0,19.5743
19,0,19.5769
19,0,19.5789
19,0,19.5804
19,0,19.5813
19,0,19.5816
19,0,19.5815
19,0,19.5807
19,0,19.5795
19,0,19.5777
19,0,19.5755
19,0,19.5727
19,0,19.5695
19,0,19.5657
19,0,19.5615
19,0,19.5568
19,0,19.5517
19,0,19.5461
19,0,19.54
19,0,19.5335
19,0,19.5266
19,0,19.5192
19,0,19.5115
19,0,19.5033
19,0,19.4947
19,0,19.4857
19,0,19.4763
19,0,19.4665
19,0,19.4563
19,0,19.4458
19,0,19.4349
19,0,19.4236
19,0,19.4119
19,0,19.3999
19,0,19.3876
19,0,19.3749
19,0,19.3619
19,0,19.3485
19,0,19.3348
19,0,19.3208
19,0,19.3065
19,0,19.2919
19,0,19.2769
19,0,19.2617
19,0,19.2462
19,0,19.2303
19,0,19.2142
19,0,19.1978
19,0,19.1811
19,0,19.1642
19,0,19.147
19,0,19.1295
19,0,19.1118
19,0,19.0938
19,0,19.0755
19,0,19.0571
19,0,19.0383
19,0,19.0194
19,0,19.0001
19,0,18.9807
19,0,18.9611
19,0,18.9412
19,0,18.9211
19,0,18.9008
19,0,18.8802
19,0,18.8595
19,0,18.8386
19,0,18.8174
19,0,18.7961
19,0,18.7746
19,0,18.7529
19,0,18.731
19,0,18.7089
19,0,18.6866
19,0,18.6642
19,0,18.6416
19,0,18.6188
19,0,18.5958
19,0,18.5727
19,0,18.5494
19,0,18.526
19,0,18.5024
19,0,18.4787
19,1,18.4548
19,1,18.4341
19,1,18.4167
19,1,18.4024
19,1,18.391
19,1,18.3821
19,1,18.3757
19,1,18.3715
19,1,18.3691
19,1,18.3686
19,1,18.3696
19,1,18.3722
19,1,18.376
19,1,18.381
19,1,18.387
19,1,18.3941
19,1,18.402
19,1,18.4107
19,1,18.42
19,1,18.4301
19,1,18.4406
19,1,18.4517
